
"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
    89, "min",   -109.706,       0.006,      0.172,      0.013,    -17.409,     -1.082
    90, "max",    -83.848,       0.004,      0.102,      0.006,     13.286,      0.085
    90, "min",    -83.848,       0.004,      0.102,      0.006,    -12.242,     -0.861
    91, "max",    -71.019,       0.004,      0.120,      0.006,     17.228,      0.188
    91, "min",    -71.019,       0.004,      0.120,      0.006,    -18.640,     -1.018
    92, "max",   -114.610,       0.001,      0.146,      0.008,     21.497,      0.009
    92, "min",   -114.610,       0.001,      0.146,      0.008,    -22.434,     -0.195
    93, "max",    -78.101,      -0.000,      0.000,      0.000,      0.000,     -0.079
    93, "min",    -78.101,      -0.000,      0.000,      0.000,     -0.000,     -0.158
    94, "max",   -114.610,       0.001,     -0.146,     -0.008,     22.434,      0.009
    94, "min",   -114.610,       0.001,     -0.146,     -0.008,    -21.497,     -0.195
    95, "max",    -71.019,       0.004,     -0.120,     -0.006,     18.640,      0.188
    95, "min",    -71.019,       0.004,     -0.120,     -0.006,    -17.228,     -1.018
    96, "max",    -83.848,       0.004,     -0.102,     -0.006,     12.242,      0.085
    96, "min",    -83.848,       0.004,     -0.102,     -0.006,    -13.286,     -0.861
    97, "max",   -109.706,       0.006,     -0.172,     -0.013,     17.409,      0.192
    97, "min",   -109.706,       0.006,     -0.172,     -0.013,    -17.021,     -1.082
    98, "max",   -149.435,       0.013,     -0.466,     -0.033,     33.561,      0.535
    98, "min",   -149.435,       0.013,     -0.466,     -0.033,    -36.403,     -1.419
    99, "max",   -238.348,       0.034,     -0.011,     -0.027,     14.883,      1.609
    99, "min",   -238.348,       0.034,     -0.011,     -0.027,     13.737,     -1.747
   100, "max",      0.930,      -0.000,     -0.290,     -0.013,     15.401,      0.071
   100, "min",      0.930,      -0.000,     -0.290,     -0.013,    -13.577,      0.034
   101, "max",      2.552,       0.005,     -0.126,      0.018,     15.985,     -0.138
   101, "min",      2.552,       0.005,     -0.126,      0.018,     -1.821,     -0.788
   102, "max",    223.595,      -0.005,      0.352,      0.015,     21.443,     -0.833
   102, "min",    223.595,      -0.005,      0.352,      0.015,    -28.378,     -1.545
   103, "max",    148.482,      -0.010,      0.218,      0.004,     21.311,      0.183
   103, "min",    148.482,      -0.010,      0.218,      0.004,    -18.056,     -1.608
   104, "max",    108.880,      -0.005,      0.139,      0.001,     16.183,      0.129
   104, "min",    108.880,      -0.005,      0.139,      0.001,    -14.847,     -1.075
   105, "max",     92.608,      -0.004,      0.104,     -0.002,     13.455,      0.159
   105, "min",     92.608,      -0.004,      0.104,     -0.002,    -14.671,     -0.835
   106, "max",    145.512,      -0.003,      0.113,      0.005,     18.558,      0.167
   106, "min",    145.512,      -0.003,      0.113,      0.005,    -17.078,     -0.933
   107, "max",     48.703,      -0.001,      0.068,     -0.001,     15.404,      0.015
   107, "min",     48.703,      -0.001,      0.068,     -0.001,     -6.196,     -0.290
   108, "max",     48.703,       0.001,     -0.068,      0.001,     15.404,      0.015
   108, "min",     48.703,       0.001,     -0.068,      0.001,     -6.196,     -0.290
   109, "max",    145.512,       0.003,     -0.113,     -0.005,     18.558,      0.167
   109, "min",    145.512,       0.003,     -0.113,     -0.005,    -17.078,     -0.933
   110, "max",     92.608,       0.004,     -0.104,      0.002,     13.455,      0.159
   110, "min",     92.608,       0.004,     -0.104,      0.002,    -14.671,     -0.835
   111, "max",    108.880,       0.005,     -0.139,     -0.001,     16.183,      0.129
   111, "min",    108.880,       0.005,     -0.139,     -0.001,    -14.847,     -1.075
   112, "max",    148.482,       0.010,     -0.218,     -0.004,     21.311,      0.183
   112, "min",    148.482,       0.010,     -0.218,     -0.004,    -18.056,     -1.608
   113, "max",    223.595,       0.005,     -0.352,     -0.015,     21.443,     -0.833
   113, "min",    223.595,       0.005,     -0.352,     -0.015,    -28.378,     -1.545
   114, "max",      2.552,      -0.005,      0.126,     -0.018,     15.985,     -0.138
   114, "min",      2.552,      -0.005,      0.126,     -0.018,     -1.821,     -0.788
   115, "max",     -0.711,       0.000,      0.000,      0.000,      0.009,      0.445
   115, "min",     -0.711,       0.000,      0.000,      0.000,      0.009,      0.445
   116, "max",     -1.525,       0.000,      0.000,      0.000,      0.002,      0.675
   116, "min",     -1.525,       0.000,      0.000,      0.000,      0.002,      0.675
   117, "max",      8.902,      -0.000,      0.000,      0.000,      0.000,     -0.000
   117, "min",      8.902,      -0.000,      0.000,      0.000,      0.000,     -0.000
   118, "max",     13.652,      -0.000,     -0.000,      0.000,      0.009,      0.492
   118, "min",     13.652,      -0.000,     -0.000,      0.000,      0.009,      0.492
   119, "max",      3.156,       0.000,     -0.000,      0.000,     -0.103,     -0.659
   119, "min",      3.156,       0.000,     -0.000,      0.000,     -0.103,     -0.659
   120, "max",     21.508,      -0.000,     -0.000,      0.000,     -0.013,      0.231
   120, "min",     21.508,      -0.000,     -0.000,      0.000,     -0.013,      0.231
